location_name,lat,lon,date,time,species_tvk,species,passes,percentile,activity_level,pass_definition,detector_make,detector_model,detector_height_m,roost_within_25m,activity_elevated_by_roost,roost_species,linear_feature_adjacent,linear_feature_25m,anthropogenic_feature_adjacent,anthropogenic_feature_25m,temperature_c,rainfall,wind_speed_mph,method_of_classification,analysis_software_used,site_name,reference_range_size,location_filter,date_filter,detector_make_filter
d10,55.017283,-6.81975,2018-07-23,22:44:45,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:46:42,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:47:11,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:47:13,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:47:31,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:48:08,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:49:55,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:50:21,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:50:25,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:50:31,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:51:02,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:51:13,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,22:52:44,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,23:01:09,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,23:04:51,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,23:13:06,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,23:23:04,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,23:23:08,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,23:23:51,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-23,23:34:38,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:40:07,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:40:13,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:40:17,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:40:21,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:46:59,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:47:04,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:48:47,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:49:06,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:51:39,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:53:46,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:54:23,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:54:59,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:56:40,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:58:37,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,22:59:23,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:00:20,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:02:39,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:05:01,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:05:07,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:05:12,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:14:08,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:14:18,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:22:00,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:29:57,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-23,23:53:23,NHMSYS0000080185,Nyctalus leisleri,25,92,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:42:34,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:48:06,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:48:55,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:49:00,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:49:27,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:49:44,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:52:44,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:55:16,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:57:21,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:57:43,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:59:36,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,22:59:55,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:00:09,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:00:27,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:01:19,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:06:46,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:06:51,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:09:09,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:14:48,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:15:10,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:15:23,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:15:40,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:15:53,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:16:45,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:16:56,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:17:12,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:18:00,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:18:12,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:18:30,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:18:42,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:18:54,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:19:06,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:19:17,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:19:32,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:19:48,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:20:24,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:21:19,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:21:32,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:21:45,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:21:58,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:22:11,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:24:33,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:27:08,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:31:06,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:31:13,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:32:06,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-23,23:32:38,NHMSYS0000080185,Nyctalus leisleri,47,96,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,00:22:41,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,00:22:44,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:31:19,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:31:26,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:31:29,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:33:52,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:34:34,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:37:24,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:41:59,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:44:38,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:44:40,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:46:08,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:50:42,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:50:45,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:50:58,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:57:44,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:59:20,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:59:46,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,22:59:48,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,23:08:32,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,23:09:14,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,23:16:23,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,23:17:40,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-23,23:28:53,NHMSYS0000080185,Nyctalus leisleri,24,90,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,22:22:11,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,22:33:13,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,22:34:33,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,22:49:04,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,22:49:27,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,22:49:30,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,22:52:19,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,23:02:49,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-23,23:03:19,NHMSYS0000080185,Nyctalus leisleri,13,84,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
